filename,cell_number,center_of_mass_x,center_of_mass_y,mass,perimeter,spheroid_width,spheroid_height,spheroid_volume,spheroid_surface_area,mass,perimeter,mass/cell_mass,mass/perimeter,expectation_x,expectation_y,covariance_1,covariance_2,scatter_ratio
sample01-tr.png,123,207.709821,193.156250,224.000000,53.000000,18.286490,15.734697,2370.531498,863.139475,42308.356268,53.000000,188.876590,798.270873,207.591767,192.921204,4.390817,3.837199,0.058556
sample01-tr.png,124,280.075061,11.559322,413.000000,70.000000,28.478926,18.694705,5211.460437,1496.504069,69107.218848,70.000000,167.329828,987.245984,280.518951,11.256327,6.974947,4.434576,0.058097
sample01-tr.png,125,141.348684,104.394737,304.000000,61.000000,22.256733,17.710820,3655.420751,1157.832636,55787.357541,61.000000,183.511045,914.546845,141.718673,104.176568,5.294310,4.292760,0.057656
sample01-tr.png,126,280.717868,68.109718,319.000000,60.000000,22.799139,17.872050,3812.991474,1192.277297,66886.036989,60.000000,209.674097,1114.767283,280.801231,68.184300,5.571228,4.305199,0.058864
sample01-tr.png,127,455.956873,160.227763,742.000000,93.000000,34.897141,27.255077,13573.232542,2780.475827,135867.824434,93.000000,183.110276,1460.944349,455.817958,160.528059,8.671253,6.461347,0.058907
sample01-tr.png,128,351.673947,329.268331,641.000000,86.000000,31.357170,26.132203,11212.114790,2436.469683,116630.606349,86.000000,181.951024,1356.169841,352.211520,328.809424,7.698604,6.310058,0.059283
sample01-tr.png,129,399.845614,359.407018,570.000000,82.000000,27.859423,26.359849,10135.766068,2266.153939,101833.929274,82.000000,178.656016,1241.877186,400.168219,358.896105,6.831251,6.225861,0.057914
sample01-tr.png,130,424.671255,179.534413,1235.000000,115.000000,43.637922,36.202956,29946.823479,4691.648665,235370.396565,115.000000,190.583317,2046.699101,424.827990,179.202520,10.852406,8.969196,0.061613
sample01-tr.png,131,101.214092,354.891599,369.000000,64.000000,22.179698,21.319515,5278.480162,1466.482027,72058.663344,64.000000,195.280930,1125.916615,101.119845,354.656974,5.506113,5.224666,0.060837
sample01-tr.png,132,402.202096,210.619760,668.000000,86.000000,29.966973,28.615487,12848.243929,2653.850785,123562.313745,86.000000,184.973524,1436.771090,402.500724,210.187392,7.444052,6.860242,0.059553
sample01-tr.png,133,82.477404,87.229432,863.000000,97.000000,36.830863,29.928610,17273.630076,3255.460576,158788.074688,97.000000,183.995452,1636.990461,82.513865,86.433667,9.115334,7.197863,0.059522
sample01-tr.png,134,292.917308,288.286538,520.000000,74.000000,27.089021,24.596911,8581.299709,2030.301083,92636.980876,74.000000,178.148040,1251.851093,292.665836,287.927958,6.556387,5.975049,0.058794
